operation	global_time	length_of_queue	logical_clock	clockrate: 1
|send			|	time.time	|	0		|	1
|send			|	time.time	|	0		|	2
|receive		|	time.time	|	1		|	2
|receive		|	time.time	|	1		|	10
|receive		|	time.time	|	3		|	13
|receive		|	time.time	|	5		|	19
|receive		|	time.time	|	8		|	21
|receive		|	time.time	|	8		|	22
|receive		|	time.time	|	10		|	26
|receive		|	time.time	|	10		|	29
|receive		|	time.time	|	11		|	30
|receive		|	time.time	|	13		|	31
|receive		|	time.time	|	15		|	33
|receive		|	time.time	|	15		|	34
|receive		|	time.time	|	14		|	35
|receive		|	time.time	|	14		|	40
|receive		|	time.time	|	14		|	45
|receive		|	time.time	|	15		|	47
|receive		|	time.time	|	14		|	48
|receive		|	time.time	|	15		|	54
|receive		|	time.time	|	15		|	56
|receive		|	time.time	|	15		|	59
|receive		|	time.time	|	15		|	61
|receive		|	time.time	|	16		|	62
|receive		|	time.time	|	16		|	65
|receive		|	time.time	|	16		|	68
|receive		|	time.time	|	17		|	69
|receive		|	time.time	|	18		|	72
|receive		|	time.time	|	18		|	82
|receive		|	time.time	|	21		|	86
|receive		|	time.time	|	22		|	96
|receive		|	time.time	|	21		|	100
|receive		|	time.time	|	22		|	101
|receive		|	time.time	|	21		|	111
|receive		|	time.time	|	25		|	114
|receive		|	time.time	|	27		|	120
|receive		|	time.time	|	26		|	123
|receive		|	time.time	|	31		|	131
|receive		|	time.time	|	34		|	136
|receive		|	time.time	|	35		|	138
|receive		|	time.time	|	34		|	144
|receive		|	time.time	|	35		|	146
|receive		|	time.time	|	36		|	154
|receive		|	time.time	|	38		|	155
|receive		|	time.time	|	40		|	161
|receive		|	time.time	|	40		|	162
|receive		|	time.time	|	42		|	166
|receive		|	time.time	|	42		|	177
|receive		|	time.time	|	43		|	178
|receive		|	time.time	|	45		|	179
|receive		|	time.time	|	45		|	180
|receive		|	time.time	|	46		|	181
|receive		|	time.time	|	46		|	182
|receive		|	time.time	|	47		|	194
|receive		|	time.time	|	48		|	197
|receive		|	time.time	|	49		|	203
|receive		|	time.time	|	48		|	204
|receive		|	time.time	|	48		|	205
|receive		|	time.time	|	50		|	208
|receive		|	time.time	|	49		|	210
|receive		|	time.time	|	52		|	211
|receive		|	time.time	|	52		|	213
|receive		|	time.time	|	53		|	216
|receive		|	time.time	|	55		|	218
|receive		|	time.time	|	56		|	220
|receive		|	time.time	|	56		|	221
|receive		|	time.time	|	56		|	222
|receive		|	time.time	|	57		|	225
|receive		|	time.time	|	57		|	226
|receive		|	time.time	|	58		|	231
|receive		|	time.time	|	59		|	232
|receive		|	time.time	|	59		|	233
|receive		|	time.time	|	60		|	234
|receive		|	time.time	|	59		|	237
|receive		|	time.time	|	61		|	239
|receive		|	time.time	|	61		|	243
|receive		|	time.time	|	61		|	246
|receive		|	time.time	|	62		|	248
|receive		|	time.time	|	62		|	250
|receive		|	time.time	|	63		|	253
|receive		|	time.time	|	64		|	254
|receive		|	time.time	|	65		|	257
|receive		|	time.time	|	66		|	260
|receive		|	time.time	|	68		|	261
|receive		|	time.time	|	69		|	264
|receive		|	time.time	|	70		|	266
|receive		|	time.time	|	70		|	271
|receive		|	time.time	|	72		|	272
|receive		|	time.time	|	73		|	274
|receive		|	time.time	|	72		|	279
|receive		|	time.time	|	72		|	286
|receive		|	time.time	|	74		|	287
|receive		|	time.time	|	73		|	292
|receive		|	time.time	|	73		|	293
|receive		|	time.time	|	74		|	294
|receive		|	time.time	|	74		|	300
|receive		|	time.time	|	75		|	303
|receive		|	time.time	|	77		|	305
|receive		|	time.time	|	79		|	310
|receive		|	time.time	|	80		|	315
|receive		|	time.time	|	82		|	318
|receive		|	time.time	|	83		|	322
|receive		|	time.time	|	84		|	324
|receive		|	time.time	|	84		|	327
|receive		|	time.time	|	83		|	328
|receive		|	time.time	|	84		|	340
|receive		|	time.time	|	84		|	345
|receive		|	time.time	|	85		|	346
|receive		|	time.time	|	85		|	347
|receive		|	time.time	|	85		|	355
|receive		|	time.time	|	85		|	357
